,country,province,region_1,year,lat,lon,location,avg_temp,min_temp,max_temp,precipitation_in_mm,wind_average_kmh,wind_peak_kmh,sun_minutes
3022,US,Washington,Rattlesnake Hills,2008,38.8950368,-77.0365427,1,21.203271028037385,16.429906542056074,26.25327102803738,3.8897196261682243,12.37757009345794,,
3023,Portugal,Alentejo,,2009,38.0551003,-7.8605799,1,20.741121495327103,13.88551401869159,28.918691588785045,4.6000000000000005,12.939712918660287,,
3024,France,Bordeaux,Lussac Saint-Émilion,2011,44.841225,-0.5800364,1,18.418691588785048,13.148130841121494,24.47336448598131,1.1817757009345793,11.133658536585363,,
3025,Spain,Levante,Utiel-Requena,2004,37.89502725,-4.760875040624836,1,24.52196261682243,15.37289719626168,30.691121495327106,1.2794392523364484,,,
3026,Spain,Catalonia,Terra Alta,2004,37.178055,-3.600833,1,20.914485981308413,11.897663551401866,28.255140186915888,0.6630841121495328,,,
3027,US,Kentucky,Kentucky,2007,39.5933684,-87.6111352,1,19.633802816901408,8.871028037383176,19.79345794392523,4.204225352112676,9.290140845070423,,
3028,Portugal,Palmela,,2016,38.569601,-8.9011653,1,20.493457943925232,16.406542056074766,25.44859813084112,1.3822429906542053,16.764788732394365,,
3029,Canada,Ontario,Prince Edward County,2008,47.26468685,-53.92039475377365,1,10.282710280373832,7.407476635514018,13.105607476635516,2.5450704225352108,20.30780487804878,,
3030,US,California,San Francisco Bay-Livermore Valley,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
3031,Italy,Veneto,Valpolicella,2010,45.666668,12.25,1,19.44252336448598,14.671153846153848,25.01658767772512,3.4980952380952384,6.995609756097561,,
3032,Germany,Franken,,2009,50.90197445,12.613723504582538,1,14.367289719626168,8.35607476635514,20.27570093457944,2.567757009345794,,,
3033,France,Provence,Les Baux de Provence,2013,46.0974492,4.5808081,1,15.619718309859154,10.887793427230047,20.68356807511737,,8.919248826291078,,
3034,Italy,Veneto,Soave,2011,45.666668,12.25,1,20.5981308411215,15.146478873239438,26.751401869158876,2.165727699530516,6.682439024390244,,
3035,US,Oregon,Columbia Gorge (OR),2011,45.4206749,-122.670649,1,15.433177570093457,10.749532710280373,20.871495327102803,1.4939252336448599,9.178504672897196,,
3036,US,Oregon,Elkton Oregon,2012,45.4206749,-122.670649,1,16.184579439252335,11.049532710280376,22.21121495327102,2.0327102803738315,9.443457943925234,,
3037,Italy,Sicily & Sardinia,Vittoria,2012,39.373062,9.157212,1,21.898130841121496,16.540776699029124,27.57075471698113,0.7702830188679246,15.981656804733728,,
3038,Italy,Sicily & Sardinia,Noto,2011,39.373062,9.157212,1,21.28411214953271,15.866346153846154,26.934579439252335,0.7060747663551402,15.85672514619883,,
3039,Italy,Sicily & Sardinia,Alcamo,2013,39.373062,9.157212,1,21.509345794392523,16.777339901477834,26.44694835680751,0.6550239234449761,15.96489361702128,,
3040,US,New York,Cayuga Lake,2013,40.7127281,-74.0060152,1,19.642523364485978,14.785046728971963,24.636915887850467,3.0878504672897193,13.748130841121498,,
3041,Italy,Sicily & Sardinia,Noto,2015,39.373062,9.157212,1,21.9696261682243,16.973113207547172,27.73084112149533,1.0151960784313727,14.42740384615385,,
3042,Italy,Sicily & Sardinia,Vittoria,2015,39.373062,9.157212,1,21.9696261682243,16.973113207547172,27.73084112149533,1.0151960784313727,14.42740384615385,,
3043,France,Bordeaux,Blaye Côtes de Bordeaux,2013,44.841225,-0.5800364,1,17.451869158878505,12.908411214953274,22.66495327102804,2.7065420560747664,11.33883495145631,,
3044,Italy,Veneto,Valpolicella Superiore,2008,45.666668,12.25,1,19.57336448598131,15.189201877934272,24.52102803738318,2.6904761904761907,5.8389423076923075,,
3045,US,Oregon,McMinnville,2009,45.4206749,-122.670649,1,16.876635514018695,11.555607476635517,23.129906542056073,1.4757009345794394,9.879906542056075,,
3046,US,New York,North Fork of Long Island,2002,40.7127281,-74.0060152,1,19.830841121495325,14.861214953271029,24.70700934579439,3.4696261682242984,15.734579439252336,,0.0
3047,US,Colorado,Grand Valley,2006,39.579155,-104.8769227,1,16.27877358490566,9.258878504672898,23.576635514018694,1.1070093457943926,13.589622641509434,,
3048,Germany,Baden,,2014,53.0023496,9.0820955,1,15.128504672897193,10.033177570093457,20.10747663551402,2.0163551401869158,13.450934579439254,38.00514018691589,351.67289719626166
3049,Italy,Sicily & Sardinia,Terre Siciliane,2011,39.373062,9.157212,1,21.28411214953271,15.866346153846154,26.934579439252335,0.7060747663551402,15.85672514619883,,
3050,Chile,Peumo,,2008,-34.3959163,-71.1694264,0,,,,,,,
3051,Austria,Südsteiermark,,2010,46.774124,15.667152141167598,1,15.717757009345796,10.75140186915888,20.619158878504674,3.2649532710280376,7.932057416267942,,
3052,Spain,Catalonia,Costers del Segre,2010,37.178055,-3.600833,1,19.925233644859812,11.42336448598131,27.614018691588782,0.472429906542056,7.344927536231883,,
3053,Hungary,Villány,,2011,45.8697644,18.4555208,1,17.99719626168224,12.621962616822431,23.76775700934579,1.3962616822429907,10.47098445595855,,
3054,Serbia,Župa,,2009,42.9783907,20.3656588,1,,,,,,,
3055,US,Idaho,Idaho,2014,40.6536764,-79.3469844,1,16.424260355029585,11.272189349112425,21.875739644970412,,8.51474358974359,,
3056,India,Nashik,,2015,20.0112475,73.7902364,1,,,,,,,
3057,France,Bordeaux,Entre-Deux-Mers,2015,44.841225,-0.5800364,1,17.57383177570093,12.915420560747663,23.821962616822436,1.4785046728971962,11.040883977900553,,
3058,Australia,South Australia,Limestone Coast,2015,-34.064999,150.814163,0,,,,,,,
3059,US,California,Mt. Harlan,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3060,US,California,Fair Play,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3061,South Africa,South Africa,,2015,-23.0379481,30.6493787,0,,,,,,,
3062,US,California,California,2002,36.778259,-119.417931,1,23.41308411214953,15.126168224299066,31.35467289719626,0.07196261682242991,11.305140186915889,,0.0
3063,US,California,Central Coast,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3064,US,Oregon,Umpqua Valley,2001,45.4206749,-122.670649,1,16.05747663551402,10.25140186915888,21.58644859813084,1.3149532710280374,10.883644859813081,,0.0
3065,Australia,South Australia,South Australia,2002,-34.064999,150.814163,0,,,,,,,
3066,US,Oregon,Rogue Valley,2001,45.4206749,-122.670649,1,16.05747663551402,10.25140186915888,21.58644859813084,1.3149532710280374,10.883644859813081,,0.0
3067,US,California,El Dorado,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3068,US,California,Livermore Valley,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3069,Australia,South Australia,Southern Fleurieu,2001,-34.064999,150.814163,0,,,,,,,
3070,US,California,Lodi,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3071,US,New York,New York,2002,40.7127281,-74.0060152,1,19.830841121495325,14.861214953271029,24.70700934579439,3.4696261682242984,15.734579439252336,,0.0
3072,US,Oregon,Applegate Valley,2000,45.4206749,-122.670649,1,16.6018779342723,10.985046728971964,21.955140186915887,1.2962616822429907,11.195794392523364,,0.0
3073,Israel,Galilee,,2016,32.6032121,35.4447957,1,,,,,,,
3074,US,California,Clements Hills,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3075,US,California,Yountville,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
3076,US,California,Bennett Valley,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3077,US,Michigan,Leelanau Peninsula,2013,41.7075394,-86.8950297,1,16.006103286384974,10.642253521126761,21.388732394366194,0.7783582089552239,8.595283018867924,,
3078,New Zealand,Waiheke Island,,2010,-36.79310825,175.08838633700125,0,,,,,,,
3079,US,Oregon,Ribbon Ridge,2010,45.4206749,-122.670649,1,15.20514018691589,10.563084112149534,20.819626168224296,2.368224299065421,9.773831775700936,,
3080,France,Beaujolais,Moulin-à-Vent,2016,46.1186123,4.6156707,1,16.61904761904762,11.92095238095238,21.740952380952383,,8.743809523809523,,
3081,Italy,Sicily & Sardinia,Cerasuolo di Vittoria Classico,2011,39.373062,9.157212,1,21.28411214953271,15.866346153846154,26.934579439252335,0.7060747663551402,15.85672514619883,,
3082,Canada,Ontario,Beamsville Bench,2013,47.26468685,-53.92039475377365,1,11.045754716981131,8.009389671361502,14.046478873239437,3.4928909952606637,23.004545454545454,,
3083,Italy,Veneto,Veronese,2007,45.666668,12.25,1,19.657943925233642,14.7311004784689,24.992018779342718,2.224761904761905,5.668811881188119,,
3084,France,Bordeaux,Bordeaux Rosé,2008,44.841225,-0.5800364,1,16.761682242990656,12.107943925233647,22.21822429906542,2.6448598130841123,10.946,,
3085,Greece,Crete,,2007,35.3084952,24.46334231842296,1,,,,,,,
3086,Italy,Sicily & Sardinia,Contea di Sclafani,2011,39.373062,9.157212,1,21.28411214953271,15.866346153846154,26.934579439252335,0.7060747663551402,15.85672514619883,,
3087,Italy,Sicily & Sardinia,Cannonau di Sardegna,2012,39.373062,9.157212,1,21.898130841121496,16.540776699029124,27.57075471698113,0.7702830188679246,15.981656804733728,,
3088,Germany,Ahr,,2010,50.5032704,7.8671361,1,13.406074766355141,8.122429906542056,18.756542056074764,2.195327102803738,,,
3089,US,California,Clarksburg,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3090,US,California,Red Hills Lake County,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
3091,Greece,Drama,,2010,41.1499443,24.1468286,1,,,,,,,
3092,Israel,Golan Heights,,2010,33.0408017,35.7392885,1,21.834579439252337,17.695794392523364,28.06121495327103,0.05280373831775701,,,
3093,Mexico,Valle de Guadalupe,,2007,21.0113273,-102.6147189,1,,,,,,,
3094,US,Virginia,Shenandoah Valley,2011,47.52326,-92.536571,1,13.007009345794392,6.732710280373833,19.19906542056075,0.19800000000000004,9.427570093457945,,
3095,Australia,South Australia,Barossa Valley,2008,-34.064999,150.814163,0,,,,,,,
3096,France,Beaujolais,Beaujolais-Villages,2009,46.1186123,4.6156707,1,17.34158415841584,12.070297029702969,22.941089108910887,,9.626865671641792,,
3097,US,California,Oak Knoll District,2006,36.778259,-119.417931,1,23.44716981132075,15.785981308411213,31.211214953271032,0.4411214953271028,10.69626168224299,,
3098,France,Beaujolais,Beaujolais,2009,46.1186123,4.6156707,1,17.34158415841584,12.070297029702969,22.941089108910887,,9.626865671641792,,
3099,France,Beaujolais,Beaujolais-Villages,2011,46.1186123,4.6156707,1,17.43793103448276,12.12955665024631,23.1512315270936,,7.970935960591134,,
3100,US,California,Chalone,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
3101,Italy,Sicily & Sardinia,Vittoria,2010,39.373062,9.157212,1,20.713551401869157,15.949758454106277,26.03849765258216,0.8779342723004695,15.747916666666667,,
3102,Italy,Sicily & Sardinia,Alcamo,2009,39.373062,9.157212,1,21.606542056074773,16.758490566037736,26.812206572769952,1.4785046728971962,15.220238095238095,,
3103,Chile,Molina,,2006,-35.1139703,-71.2799798,0,,,,,,,
3104,US,California,Cienega Valley,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
3105,France,Bordeaux,Graves,2011,44.841225,-0.5800364,1,18.418691588785048,13.148130841121494,24.47336448598131,1.1817757009345793,11.133658536585363,,
3106,Italy,Sicily & Sardinia,Nuragus di Cagliari,2014,39.373062,9.157212,1,21.72710280373832,16.55962441314554,27.570616113744073,0.5028301886792452,15.340594059405941,,
3107,Romania,Romania,,2012,45.49288425,21.71999265492126,1,14.433333333333332,11.4,18.233333333333334,,9.133333333333333,,
3108,Italy,Veneto,Veronese,2008,45.666668,12.25,1,19.57336448598131,15.189201877934272,24.52102803738318,2.6904761904761907,5.8389423076923075,,
3109,Cyprus,Pafos,,2010,34.7743988,32.4231586,1,24.261999999999997,19.621499999999997,28.026500000000002,,13.5755,,
3110,Italy,Veneto,Venezia,2010,45.666668,12.25,1,19.44252336448598,14.671153846153848,25.01658767772512,3.4980952380952384,6.995609756097561,,
3111,Italy,Veneto,Prosecco,2011,45.666668,12.25,1,20.5981308411215,15.146478873239438,26.751401869158876,2.165727699530516,6.682439024390244,,
3112,Italy,Veneto,Marca Trevigiana,2011,45.666668,12.25,1,20.5981308411215,15.146478873239438,26.751401869158876,2.165727699530516,6.682439024390244,,
3113,Greece,Nemea,,2006,37.955894,23.702099,1,22.862149532710283,18.606341463414633,27.404716981132072,0.862871287128713,13.596268656716418,,
3114,Italy,Veneto,Marca Trevigiana,2007,45.666668,12.25,1,19.657943925233642,14.7311004784689,24.992018779342718,2.224761904761905,5.668811881188119,,
3115,Greece,Monemvasia,,2007,36.6877741,23.0557988,1,,,,,,,
3116,Greece,Samos,,2008,37.72461615,26.81929189110984,1,24.16775700934579,19.313599999999997,28.14285714285714,0.6587677725118485,3.75,,
3117,US,California,Mt. Harlan,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
3118,France,Bordeaux,Bordeaux Supérieur,2007,44.841225,-0.5800364,1,17.252336448598133,12.579906542056074,22.652336448598128,2.135514018691589,12.046733668341709,,
3119,France,Bordeaux,Pomerol,2007,44.841225,-0.5800364,1,17.252336448598133,12.579906542056074,22.652336448598128,2.135514018691589,12.046733668341709,,
3120,US,California,Knights Valley,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3121,Hungary,Szekszárd,,2015,46.3484884,18.701663,1,17.0592039800995,10.538805970149255,23.39850746268657,,9.689655172413794,,
3122,South Africa,Franschhoek,,2001,-33.909167,19.119444,0,,,,,,,
3123,New Zealand,Gisborne,,1999,-38.661326,178.0206487,0,,,,,,,
3124,Australia,New South Wales,Hunter Valley,2010,-33.9175545,151.2291515,0,,,,,,,
3125,US,California,Yorkville Highlands,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
3126,Australia,South Australia,Barossa,2003,-34.064999,150.814163,0,,,,,,,
3127,Spain,Catalonia,Catalunya,2005,37.178055,-3.600833,1,21.500934579439253,11.692056074766354,29.396728971962624,0.3429906542056075,,,
3128,Italy,Veneto,Valdadige,2011,45.666668,12.25,1,20.5981308411215,15.146478873239438,26.751401869158876,2.165727699530516,6.682439024390244,,
3129,US,California,Suisun Valley,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3130,Italy,Veneto,Prosecco,2013,45.666668,12.25,1,19.66822429906542,14.763033175355451,25.039150943396223,3.0808612440191383,5.867326732673266,,
3131,France,Bordeaux,Saint-Émilion,2001,44.841225,-0.5800364,1,17.678971962616824,12.905607476635515,22.96588785046729,1.8327102803738315,12.678980891719744,,
3132,Portugal,Palmela,,2000,38.569601,-8.9011653,1,19.472727272727273,15.616883116883116,24.454545454545453,4.992307692307692,20.594366197183096,,
3133,US,Oregon,Willamette Valley,1996,45.4206749,-122.670649,1,15.839800995024877,10.972429906542057,21.81448598130841,2.357943925233645,11.477102803738317,,
3134,US,California,San Benito County,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3135,US,California,Sonoma County-San Joaquin County,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3136,US,California,Stags Leap District,2009,36.778259,-119.417931,1,23.683644859813086,15.866355140186915,31.635514018691595,0.3303738317757009,10.790186915887853,,
3137,Spain,Levante,Jumilla,2004,37.89502725,-4.760875040624836,1,24.52196261682243,15.37289719626168,30.691121495327106,1.2794392523364484,,,
3138,US,California,Clements Hills,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3139,US,California,Green Valley,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
3140,US,California,Diamond Mountain District,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
3141,Italy,Veneto,Prosecco di Conegliano e Valdobbiadene,2011,45.666668,12.25,1,20.5981308411215,15.146478873239438,26.751401869158876,2.165727699530516,6.682439024390244,,
3142,France,Bordeaux,Côtes de Bordeaux,2012,44.841225,-0.5800364,1,17.52196261682243,12.902336448598128,22.886915887850463,2.3939252336448598,11.843877551020409,,
3143,US,New York,Long Island,1999,40.7127281,-74.0060152,1,19.882710280373836,14.755140186915888,24.712149532710278,3.0051401869158876,15.429439252336447,,
3144,US,New York,North Fork of Long Island,1998,40.7127281,-74.0060152,1,19.774766355140184,14.869158878504672,24.41588785046729,3.294392523364486,15.061682242990653,,
3145,Israel,Galil,,1998,32.7023065,35.3183216,1,,,,,,,
3146,US,New York,North Fork of Long Island,1997,40.7127281,-74.0060152,1,18.411267605633803,13.157009345794393,23.499532710280377,2.7070093457943925,15.856074766355139,,
3147,US,New York,North Fork of Long Island,1999,40.7127281,-74.0060152,1,19.882710280373836,14.755140186915888,24.712149532710278,3.0051401869158876,15.429439252336447,,
3148,US,New York,Long Island,1998,40.7127281,-74.0060152,1,19.774766355140184,14.869158878504672,24.41588785046729,3.294392523364486,15.061682242990653,,
3149,South Africa,Swartland,,2013,-33.29356,18.599382501779992,0,,,,,,,
3150,South Africa,Tulbagh,,2012,-33.285059,19.140667,0,,,,,,,
3151,US,California,Clements Hills,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3152,US,Virginia,Monticello,2015,47.52326,-92.536571,1,12.88785046728972,6.353738317757008,19.085046728971964,0.5532710280373832,9.768544600938966,,
3153,US,California,Ben Lomond Mountain,2014,36.778259,-119.417931,1,25.482710280373833,17.732710280373833,33.40654205607477,0.17523364485981308,11.168224299065418,,
3154,US,California,Tuolumne County,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3155,Greece,Santorini,,2008,36.4622122,25.3757257,1,24.218055555555555,21.45138888888889,27.118055555555557,,18.455555555555556,,
3156,US,California,Marin County,2006,36.778259,-119.417931,1,23.44716981132075,15.785981308411213,31.211214953271032,0.4411214953271028,10.69626168224299,,
3157,US,California,Suisun Valley,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
3158,Chile,Puente Alto,,2015,-33.6095279,-70.5754736,0,,,,,,,
3159,US,California,Red Hills Lake County,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3160,Italy,Sicily & Sardinia,Cannonau di Sardegna,2013,39.373062,9.157212,1,21.509345794392523,16.777339901477834,26.44694835680751,0.6550239234449761,15.96489361702128,,
3161,Turkey,Elazığ,,2012,38.6747164,39.2227135,1,21.199532710280373,12.292924528301887,29.469953051643195,0.6726415094339621,10.518719211822662,,
3162,Germany,Franken,,2012,50.90197445,12.613723504582538,1,13.998130841121496,7.521962616822432,20.192990654205605,2.05981308411215,,,
3163,US,California,San Francisco Bay-Livermore Valley,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3164,US,New York,Cayuga Lake,2012,40.7127281,-74.0060152,1,20.373831775700936,15.61214953271028,25.17242990654206,2.8990654205607473,13.450934579439252,,
3165,US,California,Yountville,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3166,US,Oregon,McMinnville,2007,45.4206749,-122.670649,1,15.80747663551402,10.74532710280374,21.60467289719626,1.2915887850467291,9.591588785046728,,
3167,South Africa,Constantia,,2011,-34.0283333,18.4155556,0,,,,,,,
3168,France,Provence,Bandol,2006,46.0974492,4.5808081,1,17.296449704142013,12.362721893491125,22.574556213017747,,9.47857142857143,,
3169,Chile,Apalta,,2008,-34.3392193,-70.868125,0,,,,,,,
3170,Germany,Pfalz,,2016,53.8156324,13.3702287,1,14.575233644859813,9.656542056074766,19.64859813084112,1.3691588785046729,,,395.5514018691589
3171,Australia,Victoria,Bendigo,2016,-21.2309116,148.9741517,0,,,,,,,
3172,Italy,Sicily & Sardinia,Etna,2016,39.373062,9.157212,1,21.555140186915885,16.415420560747663,27.045794392523362,0.9132653061224489,15.539252336448596,,
3173,France,Bordeaux,Premieres Côtes de Blaye,2005,44.841225,-0.5800364,1,18.407009345794393,13.342990654205607,24.185514018691585,1.329906542056075,12.739285714285714,,
3174,Germany,Pfalz,,2003,53.8156324,13.3702287,1,14.521028037383177,9.318691588785045,20.255140186915884,1.433644859813084,13.677570093457945,39.56028037383177,438.30841121495325
3175,France,Bordeaux,Barsac,2014,44.841225,-0.5800364,1,17.3803738317757,13.319158878504673,23.65514018691589,1.9373831775700936,10.980851063829789,,
3176,Italy,Veneto,Valpolicella Superiore Ripasso,2015,45.666668,12.25,1,20.18411214953271,15.207582938388624,25.548356807511738,1.9598086124401914,8.395693779904306,,
3177,Italy,Sicily & Sardinia,Cerasuolo di Vittoria Classico,2009,39.373062,9.157212,1,21.606542056074773,16.758490566037736,26.812206572769952,1.4785046728971962,15.220238095238095,,
3178,US,California,Dunnigan Hills,2006,36.778259,-119.417931,1,23.44716981132075,15.785981308411213,31.211214953271032,0.4411214953271028,10.69626168224299,,
3179,US,Oregon,Eola-Amity Hills,2016,45.4206749,-122.670649,1,17.202803738317755,12.071028037383178,23.310280373831777,1.8841121495327104,10.296728971962617,,
3180,US,Colorado,Grand Valley,2014,39.579155,-104.8769227,1,16.070093457943923,9.35841121495327,23.14626168224299,1.5258215962441315,13.412616822429905,,
3181,Austria,Steiermark,,2011,46.7267476,15.6282242,1,16.640654205607476,10.86448598130841,22.734579439252332,2.928971962616823,6.802830188679245,,
3182,US,California,Knights Valley,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3183,Greece,Peloponnese,,2012,37.36332825,22.239537343995494,1,,,,,,,
3184,Spain,Galicia,Monterrei,2010,42.8804219,-8.5458608,1,15.19252336448598,10.708450704225351,21.45492957746479,2.551869158878505,10.88452380952381,,
3185,Canada,Ontario,Niagara Peninsula,2012,47.26468685,-53.92039475377365,1,12.1107476635514,8.996261682242991,15.17056074766355,2.31588785046729,21.273459715639806,,
3186,US,California,El Dorado County,2004,36.778259,-119.417931,1,23.48738317757009,15.479439252336448,31.302336448598133,0.30327102803738315,11.898130841121494,,0.0
3187,US,Oregon,Rogue Valley,2005,45.4206749,-122.670649,1,16.581308411214952,11.467289719626168,21.925700934579442,1.9714953271028037,10.573831775700935,,
3188,Spain,Catalonia,Catalunya,2003,37.178055,-3.600833,1,21.980841121495324,12.935046728971964,28.975233644859816,0.6046728971962616,,,
3189,Italy,Sicily & Sardinia,Cannonau di Sardegna,2001,39.373062,9.157212,1,21.641121495327102,15.08317757009346,27.83364485981308,0.3467289719626168,16.330000000000002,,
3190,Italy,Sicily & Sardinia,Salina,2007,39.373062,9.157212,1,21.243925233644855,15.982242990654205,26.834579439252337,0.6429906542056074,13.982456140350877,,
3191,Italy,Veneto,Recioto di Soave Classico,2007,45.666668,12.25,1,19.657943925233642,14.7311004784689,24.992018779342718,2.224761904761905,5.668811881188119,,
3192,Australia,South Australia,Langhorne Creek,2014,-34.064999,150.814163,0,,,,,,,
3193,Croatia,Kutjevo,,2015,45.423994,17.882287,1,,,,,,,
3194,France,Bordeaux,Cadillac Côtes de Bordeaux,2014,44.841225,-0.5800364,1,17.3803738317757,13.319158878504673,23.65514018691589,1.9373831775700936,10.980851063829789,,
3195,Germany,Baden,,2015,53.0023496,9.0820955,1,13.647196261682243,8.304205607476636,18.65233644859813,1.9289719626168225,13.954672897196263,39.19392523364486,357.22429906542055
3196,Italy,Sicily & Sardinia,Monica di Sardegna,2012,39.373062,9.157212,1,21.898130841121496,16.540776699029124,27.57075471698113,0.7702830188679246,15.981656804733728,,
3197,Morocco,Zenata,,2011,33.60920415,-7.4329080578919005,1,21.99532710280374,18.55933014354067,25.77621359223301,0.683625730994152,11.458152173913042,,
3198,Australia,South Australia,Barossa Valley,2001,-34.064999,150.814163,0,,,,,,,
3199,France,Bordeaux,Bordeaux,2000,44.841225,-0.5800364,1,17.7126168224299,13.186448598130841,23.06121495327103,2.779439252336448,12.763101604278074,,
3200,US,California,Sierra Foothills,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3201,Greece,Santorini,,2007,36.4622122,25.3757257,1,24.4109375,21.546875,27.609375,,17.296875,,
3202,Greece,Nemea,,2007,37.955894,23.702099,1,23.547417840375587,18.872549019607845,28.216037735849053,0.6831730769230769,13.115862068965518,,
3203,Italy,Veneto,Bardolino,2007,45.666668,12.25,1,19.657943925233642,14.7311004784689,24.992018779342718,2.224761904761905,5.668811881188119,,
3204,Italy,Veneto,Lison-Pramaggiore,2008,45.666668,12.25,1,19.57336448598131,15.189201877934272,24.52102803738318,2.6904761904761907,5.8389423076923075,,
3205,US,California,Dunnigan Hills,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
3206,US,California,Sonoma Mountain,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
3207,US,California,Saddle Rock-Malibu,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3208,US,California,Arroyo Seco,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3209,France,Beaujolais,Beaujolais-Leynes,2015,46.1186123,4.6156707,1,17.716826923076923,12.359134615384615,23.191346153846155,,9.854807692307693,,
3210,US,Washington,Rattlesnake Hills,2016,38.8950368,-77.0365427,1,21.784112149532714,17.298130841121495,26.779439252336445,2.459345794392523,13.487850467289718,,
3211,US,California,Sierra Foothills,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3212,US,California,Oakville,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3213,US,California,Anderson Valley,2005,36.778259,-119.417931,1,22.922535211267604,15.341588785046731,30.61728971962617,0.27102803738317754,11.476635514018692,,
3214,US,California,Oak Knoll District,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
3215,Italy,Veneto,Recioto della Valpolicella,2006,45.666668,12.25,1,19.746728971962614,14.971028037383178,24.769483568075117,2.141899441340782,5.6125603864734295,,
3216,Portugal,Setubal,,2007,38.5241783,-8.8932341,1,19.549532710280374,15.994392523364485,24.493457943925225,0.8719626168224299,16.54102564102564,,
