,country,province,region_1,year,lat,lon,location,avg_temp,min_temp,max_temp,precipitation_in_mm,wind_average_kmh,wind_peak_kmh,sun_minutes
3714,US,California,Alta Mesa,2010,36.778259,-119.417931,1,22.446948356807514,14.869158878504672,30.273364485981308,0.3378504672897196,10.761682242990654,,
3715,US,California,River Junction,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3716,Hungary,Villány,,2004,45.8697644,18.4555208,1,16.568544600938967,11.867757009345793,21.503738317757005,2.784579439252336,9.415702479338842,,
3717,Greece,Peloponnese,,2014,37.36332825,22.239537343995494,1,,,,,,,
3718,France,Bordeaux,Vin de Pays de l'Atlantique,2012,44.841225,-0.5800364,1,17.52196261682243,12.902336448598128,22.886915887850463,2.3939252336448598,11.843877551020409,,
3719,Uruguay,Juanico,,2010,-34.5952681,-56.2552383,0,,,,,,,
3720,Australia,New South Wales,Hunter Valley,2008,-33.9175545,151.2291515,0,,,,,,,
3721,Australia,Victoria,Heathcote,2005,-21.2309116,148.9741517,0,,,,,,,
3722,France,Bordeaux,Bordeaux Rosé,2010,44.841225,-0.5800364,1,17.42336448598131,12.263551401869162,23.172897196261683,1.485981308411215,11.28069306930693,,
3723,France,Bordeaux,Saint-Estèphe,2013,44.841225,-0.5800364,1,17.451869158878505,12.908411214953274,22.66495327102804,2.7065420560747664,11.33883495145631,,
3724,US,California,Sonoma County-Monterey County,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3725,Portugal,Palmela,,2011,38.569601,-8.9011653,1,20.71448598130841,16.460280373831775,26.242990654205606,1.8803738317757008,15.184951456310682,,
3726,Spain,Levante,Utiel-Requena,2009,37.89502725,-4.760875040624836,1,23.610747663551404,15.631775700934579,31.83971962616822,0.48785046728971965,8.267999999999999,,
3727,Portugal,Bucelas,,2014,38.9016248,-9.118728,1,19.526066350710906,15.989719626168226,24.14766355140187,1.6018691588785048,15.560096153846153,,
3728,Australia,New South Wales,New South Wales,2013,-33.9175545,151.2291515,0,,,,,,,
3729,Canada,Ontario,Beamsville Bench,2014,47.26468685,-53.92039475377365,1,10.82943925233645,7.761682242990654,13.853738317757008,2.583962264150943,20.19659090909091,,
3730,Canada,Ontario,Niagara Peninsula,2014,47.26468685,-53.92039475377365,1,10.82943925233645,7.761682242990654,13.853738317757008,2.583962264150943,20.19659090909091,,
3731,Uruguay,Progreso,,2012,-34.6798644,-56.2154727,0,,,,,,,
3732,US,California,Madera,2011,36.778259,-119.417931,1,22.850000000000005,15.344859813084112,30.6126168224299,0.4135514018691589,10.301869158878505,,
3733,US,California,Cucamonga Valley,2006,36.778259,-119.417931,1,23.44716981132075,15.785981308411213,31.211214953271032,0.4411214953271028,10.69626168224299,,
3734,South Africa,Franschhoek,,2000,-33.909167,19.119444,0,,,,,,,
3735,New Zealand,Martinborough,,2001,-41.2183252,175.4594856,0,,,,,,,
3736,South Africa,Paarl,,2001,-33.741667,18.975,0,,,,,,,
3737,Australia,New South Wales,New South Wales,2001,-33.9175545,151.2291515,0,,,,,,,
3738,South Africa,Swartland,,1999,-33.29356,18.599382501779992,0,,,,,,,
3739,Australia,South Australia,Barossa Valley,2002,-34.064999,150.814163,0,,,,,,,
3740,Austria,Austria,,2001,47.8356897,14.221707888560598,1,14.558115183246073,10.557009345794391,20.007943925233647,3.086448598130841,,,
3741,US,California,Monterey County,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3742,US,California,Sonoma Valley,1992,36.778259,-119.417931,1,24.35492957746479,16.157009345794393,32.39626168224299,0.30747663551401866,12.558878504672897,29.735046728971962,763.1121495327103
3743,Chile,Peumo,,2001,-34.3959163,-71.1694264,0,,,,,,,
3744,US,California,Clear Lake,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3745,Austria,Steiermark,,2015,46.7267476,15.6282242,1,16.737383177570095,11.318691588785045,22.008411214953274,3.1780373831775703,9.380281690140846,,
3746,Hungary,Tokaji,,2003,48.1658637,21.381382426012586,1,,,,,,,
3747,Italy,Veneto,Recioto di Soave,2010,45.666668,12.25,1,19.44252336448598,14.671153846153848,25.01658767772512,3.4980952380952384,6.995609756097561,,
3748,Spain,Levante,Utiel-Requena,2006,37.89502725,-4.760875040624836,1,25.827102803738317,16.951869158878505,31.90280373831776,1.3009345794392522,,,
3749,Spain,Levante,Utiel-Requena,2007,37.89502725,-4.760875040624836,1,22.733177570093456,15.487383177570095,30.384579439252338,1.1205607476635515,8.005882352941176,,
3750,Spain,Catalonia,Terra Alta,2010,37.178055,-3.600833,1,19.925233644859812,11.42336448598131,27.614018691588782,0.472429906542056,7.344927536231883,,
3751,Portugal,Bucelas,,2016,38.9016248,-9.118728,1,19.77990654205608,15.77196261682243,24.932242990654206,1.3822429906542053,16.838967136150234,,
3752,Italy,Sicily & Sardinia,Noto,2008,39.373062,9.157212,1,21.496728971962618,16.26822429906542,26.79065420560748,0.8364485981308412,,,
3753,Italy,Sicily & Sardinia,Vermentino di Gallura,2015,39.373062,9.157212,1,21.9696261682243,16.973113207547172,27.73084112149533,1.0151960784313727,14.42740384615385,,
3754,US,California,Coombsville,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3755,Spain,Andalucia,Montilla-Moriles,2005,37.4645318,-5.3443621,1,,,,,,,
3756,New Zealand,Waipara,,1999,-43.058482,172.7602403,0,,,,,,,
3757,Australia,New South Wales,Mudgee,2000,-33.9175545,151.2291515,0,,,,,,,
3758,Australia,South Australia,Piccadilly Valley,1999,-34.064999,150.814163,0,,,,,,,
3759,Australia,South Australia,Eden Valley,2006,-34.064999,150.814163,0,,,,,,,
3760,US,Washington,Washington,1997,38.8950368,-77.0365427,1,20.024413145539906,14.700934579439252,25.639252336448596,2.1813084112149532,14.276168224299065,33.24663212435233,508.9626168224299
3761,US,California,Central Coast,1997,36.778259,-119.417931,1,23.298536585365852,15.418691588785048,31.21121495327103,0.027570093457943923,12.207476635514016,,
3762,US,California,Temecula,2016,36.778259,-119.417931,1,23.931775700934576,16.047196261682245,31.992523364485983,0.24719626168224298,11.427102803738318,,
3763,US,California,Marin County,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
3764,US,California,Sonoma County-Monterey County-Napa County,2014,36.778259,-119.417931,1,25.482710280373833,17.732710280373833,33.40654205607477,0.17523364485981308,11.168224299065418,,
3765,Australia,South Australia,Adelaide,2008,-34.064999,150.814163,0,,,,,,,
3766,Canada,Ontario,Short Hills Bench,2012,47.26468685,-53.92039475377365,1,12.1107476635514,8.996261682242991,15.17056074766355,2.31588785046729,21.273459715639806,,
3767,Italy,Sicily & Sardinia,Etna,2001,39.373062,9.157212,1,21.641121495327102,15.08317757009346,27.83364485981308,0.3467289719626168,16.330000000000002,,
3768,Australia,South Australia,Clare Valley,2003,-34.064999,150.814163,0,,,,,,,
3769,Australia,Victoria,Pyrenees,2005,-21.2309116,148.9741517,0,,,,,,,
3770,France,Beaujolais,Morgon,2012,46.1186123,4.6156707,1,16.122598870056496,11.626553672316385,21.30338983050848,,8.56590909090909,,
3771,Spain,Catalonia,Alella,2012,37.178055,-3.600833,1,20.89158878504673,12.169158878504675,28.842523364485977,1.0514018691588785,7.497512437810945,,
3772,US,California,Monterey-Santa Barbara-Sonoma,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3773,France,Bordeaux,Margaux,2006,44.841225,-0.5800364,1,18.895794392523367,14.031775700934581,24.47943925233645,1.7285046728971958,12.37910447761194,,
3774,Austria,Burgenland,,2003,47.1863428,16.164464,1,16.192105263157895,10.35701754385965,22.368421052631575,,7.6833333333333345,,
3775,Germany,Nahe,,2007,53.7942267,10.13793,1,13.622429906542058,8.780841121495326,18.475233644859813,2.7214953271028035,10.098598130841124,35.364953271028035,341.97196261682245
3776,Greece,Naoussa,,2005,40.6308695,40.428022,1,,,,,,,
3777,Greece,Cephalonia,,2010,38.2379344,20.560883,1,,,,,,,
3778,Croatia,Podunavlje,,2009,45.6305015,18.812387692021595,1,18.606629834254143,12.450828729281767,24.96298342541436,,9.721666666666668,,
3779,US,New York,Hudson River Region,2007,40.7127281,-74.0060152,1,19.74719626168224,14.76915887850467,24.75,4.571028037383177,14.708878504672896,,
3780,US,California,Guenoc Valley,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3781,US,Washington,Naches Heights,2012,38.8950368,-77.0365427,1,22.035046728971963,17.304672897196262,27.194859813084115,2.7649532710280376,12.3196261682243,,
3782,Spain,Galicia,Ribeira Sacra,2014,42.8804219,-8.5458608,1,15.6196261682243,11.206572769953052,23.22018779342723,3.076168224299065,9.664942528735633,,
3783,US,California,Amador County,2004,36.778259,-119.417931,1,23.48738317757009,15.479439252336448,31.302336448598133,0.30327102803738315,11.898130841121494,,0.0
3784,Italy,Sicily & Sardinia,Passito di Pantelleria,2004,39.373062,9.157212,1,21.080373831775706,15.785981308411216,26.719158878504672,0.9121495327102803,,,
3785,Italy,Sicily & Sardinia,Contea di Sclafani,2007,39.373062,9.157212,1,21.243925233644855,15.982242990654205,26.834579439252337,0.6429906542056074,13.982456140350877,,
3786,Italy,Sicily & Sardinia,Cerasuolo di Vittoria Classico,2012,39.373062,9.157212,1,21.898130841121496,16.540776699029124,27.57075471698113,0.7702830188679246,15.981656804733728,,
3787,US,Oregon,McMinnville,2005,45.4206749,-122.670649,1,16.581308411214952,11.467289719626168,21.925700934579442,1.9714953271028037,10.573831775700935,,
3788,Italy,Veneto,Recioto di Soave,2004,45.666668,12.25,1,19.22476635514018,14.383084577114428,24.749756097560976,3.310731707317073,7.789473684210527,,
3789,US,California,Santa Barbara,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
3790,US,Washington,Yakima Valley,2003,38.8950368,-77.0365427,1,19.86261682242991,15.405140186915887,24.07102803738318,4.59392523364486,13.145794392523365,,0.0
3791,South Africa,Robertson,,1998,-33.802222,19.883611,0,,,,,,,
3792,US,New York,Cayuga Lake,2002,40.7127281,-74.0060152,1,19.830841121495325,14.861214953271029,24.70700934579439,3.4696261682242984,15.734579439252336,,0.0
3793,US,California,Lodi,2001,36.778259,-119.417931,1,24.004205607476635,15.769626168224299,31.96168224299065,0.26682242990654204,10.73691588785047,,0.0
3794,US,California,Yorkville Highlands,1999,36.778259,-119.417931,1,22.674766355140186,14.401869158878505,30.583644859813088,0.13925233644859814,11.403738317757007,,
3795,US,California,Yountville,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3796,US,California,Sonoma County,2000,36.778259,-119.417931,1,23.11682242990654,15.36355140186916,30.54813084112149,0.538785046728972,11.305140186915889,,0.0
3797,Romania,Romania,,2008,45.49288425,21.71999265492126,1,,,,,,,
3798,Italy,Veneto,Venezia,2011,45.666668,12.25,1,20.5981308411215,15.146478873239438,26.751401869158876,2.165727699530516,6.682439024390244,,
3799,US,California,Madera,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
3800,Austria,Burgenland,,2001,47.1863428,16.164464,1,15.635106382978726,10.049999999999999,21.330851063829787,,7.352127659574468,,
3801,Greece,Rapsani,,2008,39.9020296,22.54849,1,21.305140186915885,14.442307692307692,28.661256544502614,0.8145539906103286,6.947058823529411,,
3802,France,Beaujolais,Juliénas,2008,46.1186123,4.6156707,1,15.73112244897959,11.233163265306123,20.64030612244898,,8.565816326530612,,
3803,France,Champagne,Champagne,1992,48.026628,0.333235,1,,,,,,,
3804,Italy,Veneto,Recioto di Soave,2008,45.666668,12.25,1,19.57336448598131,15.189201877934272,24.52102803738318,2.6904761904761907,5.8389423076923075,,
3805,US,California,Spring Mountain District,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3806,US,California,Saddle Rock-Malibu,2008,36.778259,-119.417931,1,23.722748815165875,15.6107476635514,32.04345794392523,0.06448598130841121,10.412149532710279,,
3807,US,California,Sonoma County-Napa County,2013,36.778259,-119.417931,1,24.64392523364486,16.84906542056075,32.69626168224299,0.024299065420560744,11.090186915887848,,
3808,US,Washington,Naches Heights,2015,38.8950368,-77.0365427,1,22.085981308411217,17.487850467289718,27.16448598130841,3.400934579439252,12.930373831775702,,
3809,Spain,Catalonia,Conca de Barberà,2006,37.178055,-3.600833,1,20.871962616822433,12.911682242990656,30.09953271028038,0.5453271028037383,8.416666666666666,,
3810,France,Beaujolais,Saint-Amour,2010,46.1186123,4.6156707,1,16.452879581151834,11.630366492146598,21.638743455497384,,8.944502617801046,,
3811,Austria,Eisenberg,,2009,46.903996384,16.138499446,1,15.931088082901553,10.602072538860105,21.838860103626942,,6.516666666666666,,
3812,Portugal,Algarve,,2016,38.4057647,-8.5117061,1,,,,,,,
3813,US,California,Napa County-Sonoma County,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3814,US,California,High Valley,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3815,Greece,Nemea,,2013,37.955894,23.702099,1,24.20952380952381,19.128571428571426,29.32857142857143,0.0,10.570634920634921,,
3816,US,California,Santa Barbara,2015,36.778259,-119.417931,1,24.21682242990654,16.74859813084112,31.86682242990654,0.3411214953271028,11.126168224299066,,
3817,Slovenia,Brda,,2007,46.0162019,13.548910233619525,1,18.865656565656565,13.17727272727273,24.175757575757572,,9.76010101010101,,
3818,Croatia,Dingač,,2008,42.9240651,17.344472,1,22.64404761904762,17.78313253012048,,0.0,,,
3819,Spain,Levante,Utiel-Requena,2014,37.89502725,-4.760875040624836,1,23.17523364485981,15.188785046728974,31.689719626168223,1.0635514018691588,7.9344632768361585,,
3820,US,California,Suisun Valley,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3821,Hungary,Villány,,2014,45.8697644,18.4555208,1,17.10981308411215,12.43785046728972,22.198130841121497,3.2448598130841124,12.92409638554217,,
3822,Italy,Sicily & Sardinia,Eloro,2010,39.373062,9.157212,1,20.713551401869157,15.949758454106277,26.03849765258216,0.8779342723004695,15.747916666666667,,
3823,New Zealand,Kumeu,,2011,-36.7753095,174.5546604,0,,,,,,,
3824,Uruguay,Canelones,,2012,-34.5242373,-56.2817519,0,,,,,,,
3825,Chile,Peumo,,2009,-34.3959163,-71.1694264,0,,,,,,,
3826,France,Provence,Les Baux de Provence,2010,46.0974492,4.5808081,1,16.452879581151834,11.630366492146598,21.638743455497384,,8.944502617801046,,
3827,France,Provence,Bandol,2008,46.0974492,4.5808081,1,15.73112244897959,11.233163265306123,20.64030612244898,,8.565816326530612,,
3828,US,California,Howell Mountain,1997,36.778259,-119.417931,1,23.298536585365852,15.418691588785048,31.21121495327103,0.027570093457943923,12.207476635514016,,
3829,US,California,Rutherford,1997,36.778259,-119.417931,1,23.298536585365852,15.418691588785048,31.21121495327103,0.027570093457943923,12.207476635514016,,
3830,US,California,Oakville,1997,36.778259,-119.417931,1,23.298536585365852,15.418691588785048,31.21121495327103,0.027570093457943923,12.207476635514016,,
3831,US,Virginia,Virginia,2006,47.52326,-92.536571,1,13.524882629107982,6.88075117370892,19.901408450704224,0.014285714285714287,9.944131455399061,,
3832,US,California,Pine Mountain-Cloverdale Peak,2012,36.778259,-119.417931,1,24.43598130841121,16.599532710280375,32.544859813084116,0.2700934579439252,10.39018691588785,,
3833,Australia,South Australia,Clare Valley,2011,-34.064999,150.814163,0,,,,,,,
3834,Greece,Achaia,,2007,38.1421038,21.5516476,1,22.0828025477707,16.29936305732484,27.378343949044584,,6.207643312101911,,
3835,Austria,Vienna,,2009,48.2083537,16.3725042,1,16.982242990654203,12.49626168224299,22.348130841121495,2.43411214953271,13.937980769230771,,
3836,US,California,Placer County,2014,36.778259,-119.417931,1,25.482710280373833,17.732710280373833,33.40654205607477,0.17523364485981308,11.168224299065418,,
3837,Uruguay,Juanico,,2007,-34.5952681,-56.2552383,0,,,,,,,
3838,Italy,Sicily & Sardinia,Erice,2015,39.373062,9.157212,1,21.9696261682243,16.973113207547172,27.73084112149533,1.0151960784313727,14.42740384615385,,
3839,US,California,Stags Leap District,2003,36.778259,-119.417931,1,23.871962616822426,15.844392523364485,31.689719626168227,0.4224299065420561,11.325233644859813,,0.0
3840,Canada,British Columbia,Similkameen Valley,2012,49.25839375,-123.24658161001928,1,14.149532710280374,11.67336448598131,16.594859813084113,2.341588785046729,11.419905213270141,,
3841,US,America,,2016,33.737886,-87.2525024,1,23.490960451977404,16.35593220338983,32.09604519774011,,3.168023255813954,,
3842,US,California,Arroyo Grande Valley,2007,36.778259,-119.417931,1,23.181690140845074,15.255140186915884,31.20233644859813,0.09345794392523366,11.23271028037383,,
3843,Spain,Catalonia,Priorat,2004,37.178055,-3.600833,1,20.914485981308413,11.897663551401866,28.255140186915888,0.6630841121495328,,,
3844,Italy,Veneto,Bardolino,2012,45.666668,12.25,1,20.311682242990653,15.063507109004743,26.210280373831775,2.402439024390244,6.465048543689321,,
