,year,country,province,region_1,lat,lon,location,avg_temp,min_temp,max_temp
75532,1997.0,US,California,Edna Valley,36.778259,-119.417931,1,23.298536585365852,3.3,42.2
75545,1998.0,US,California,North Coast,36.778259,-119.417931,1,21.845794392523363,3.9,42.8
75548,1996.0,US,California,California,36.778259,-119.417931,1,23.304975124378107,3.9,44.4
75561,2015.0,Spain,Galicia,Ribeiro,42.8804219,-8.5458608,1,15.539252336448596,2.7,37.8
75607,2006.0,Hungary,Tokaj,,48.1235534,21.4113895,1,,,
75619,2009.0,France,Bordeaux,Barsac,44.841225,-0.5800364,1,18.023364485981308,1.5,36.2
75636,2011.0,US,California,Northern Sonoma,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
75771,2010.0,New Zealand,South Island,,-43.586562,171.21232939964904,0,,,
75827,2005.0,France,Bordeaux,Pauillac,44.841225,-0.5800364,1,18.407009345794393,2.5,36.8
75830,2005.0,France,Bordeaux,Margaux,44.841225,-0.5800364,1,18.407009345794393,2.5,36.8
75846,1999.0,US,California,Anderson Valley,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
75850,2000.0,US,California,Sonoma Coast,36.778259,-119.417931,1,23.11682242990654,6.7,41.1
75851,1999.0,US,New York,Finger Lakes,40.7127281,-74.0060152,1,19.882710280373836,1.1,39.4
75853,1999.0,US,California,Amador County,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
75856,2000.0,South Africa,Robertson,,-33.802222,19.883611,0,,,
75861,2000.0,Australia,Victoria,Victoria,-21.2309116,148.9741517,0,,,
75899,2014.0,Australia,South Australia,Wrattonbully,-34.7411213,138.6564373,0,,,
75916,2010.0,US,California,Ballard Canyon,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
76079,2014.0,US,California,Yorkville Highlands,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
76106,2009.0,New Zealand,Wairau Valley,,-41.5635411,173.5314071,0,,,
76165,2011.0,US,Virginia,Virginia's Eastern Shore,47.52326,-92.536571,1,13.007009345794392,-7.0,34.0
76179,2009.0,US,California,Nevada County,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
76256,2008.0,Spain,Andalucia,Vino de la Tierra Altiplano de Sierra Nevada,37.178055,-3.600833,1,19.708878504672892,-0.6,39.2
76476,2006.0,Italy,Veneto,Valpolicella Ripasso Classico,45.666668,12.25,1,19.746728971962614,1.0,37.0
76507,2007.0,US,California,Amador-Napa,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
76650,2010.0,US,Washington,Naches Heights,38.8950368,-77.0365427,1,22.598598130841122,4.4,38.9
76760,2015.0,Canada,Ontario,Niagara Peninsula,47.26468685,-53.92039475377365,1,9.901869158878505,-8.8,25.0
76769,2011.0,Italy,Veneto,Recioto di Soave Classico,45.666668,12.25,1,20.5981308411215,2.0,37.4
76772,2013.0,Canada,Ontario,Niagara-On-The-Lake,47.26468685,-53.92039475377365,1,11.045754716981131,-3.9,23.7
77110,2004.0,France,Bordeaux,Sainte-Foy Bordeaux,44.841225,-0.5800364,1,17.785981308411213,2.3,35.1
77361,2014.0,France,Provence,Var,46.0974492,4.5808081,1,15.591346153846153,-1.3,36.2
77467,2001.0,Italy,Sicily & Sardinia,Marsala,39.373062,9.157212,1,21.641121495327102,2.6,38.0
77490,2008.0,South Africa,Wellington,,-33.643055,19.010556,0,,,
77509,2007.0,US,California,Mendocino Ridge,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
77536,2016.0,New Zealand,New Zealand,,-41.2710849,173.2836756,0,,,
77571,2008.0,Chile,Pirque,,-33.6348808,-70.5729961,0,,,
77626,2006.0,Germany,Nahe,,53.7942267,10.13793,1,14.93551401869159,-1.4,36.2
77630,2004.0,Italy,Sicily & Sardinia,Etna,39.373062,9.157212,1,21.080373831775706,5.2,37.6
77684,2002.0,US,California,Mendocino,36.778259,-119.417931,1,23.41308411214953,4.4,42.8
77691,2002.0,Australia,Tasmania,Tasmania,-31.95321805,152.55553581840277,0,,,
77699,2001.0,US,California,Dry Creek Valley,36.778259,-119.417931,1,24.004205607476635,1.7,43.3
77700,2001.0,Australia,Tasmania,Tasmania,-31.95321805,152.55553581840277,0,,,
77704,2003.0,Hungary,Villány,,45.8697644,18.4555208,1,18.139719626168223,-4.7,36.0
77968,2013.0,Austria,Steiermark,,46.7267476,15.6282242,1,16.77710280373832,-1.1,39.0
78000,2011.0,US,California,Adelaida District,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
78022,2015.0,US,California,Cienega Valley,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
78043,2015.0,US,California,Chalone,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
78167,2011.0,France,Bordeaux,Côtes de Bourg,44.841225,-0.5800364,1,18.418691588785048,3.1,39.2
78339,2005.0,Italy,Veneto,Bardolino Classico Superiore,45.666668,12.25,1,18.90046728971963,1.2,35.8
78422,2003.0,Australia,South Australia,South Australia,-34.7411213,138.6564373,0,,,
78448,2007.0,Hungary,Villány,,45.8697644,18.4555208,1,17.76542056074766,-1.2,38.6
78475,2008.0,South Africa,Cederberg,,-32.5005556,19.2569444,0,,,
78480,2007.0,South Africa,Darling,,-33.376426,18.379189,0,,,
78503,2011.0,US,California,Santa Barbara-Monterey,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
78711,2012.0,US,Arizona,Arizona,34.048927,-111.093735,1,19.64421768707483,1.0,35.0
78714,2011.0,Australia,South Australia,Eden Valley,-34.7411213,138.6564373,0,,,
78746,2012.0,France,Bordeaux,Montagne-Saint-Émilion,44.841225,-0.5800364,1,17.52196261682243,0.2,39.1
78780,2014.0,France,Bordeaux,Saint-Julien,44.841225,-0.5800364,1,17.3803738317757,4.9,35.3
78782,2014.0,France,Bordeaux,Fronsac,44.841225,-0.5800364,1,17.3803738317757,4.9,35.3
78862,2007.0,US,California,Contra Costa County,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
78883,2007.0,US,California,Mokelumne River,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
78896,2015.0,US,Oregon,Walla Walla Valley (OR),45.4206749,-122.670649,1,17.802336448598133,1.7,39.4
78916,2001.0,Spain,Catalonia,Tarragona,41.390205,2.154007,1,19.03644859813084,4.4,30.2
78926,2001.0,France,Bordeaux,Bordeaux Blanc,44.841225,-0.5800364,1,17.678971962616824,0.9,36.4
78931,2000.0,US,California,Dunnigan Hills,36.778259,-119.417931,1,23.11682242990654,6.7,41.1
78939,1999.0,Australia,Victoria,Victoria,-21.2309116,148.9741517,0,,,
79155,2015.0,Spain,Levante,Utiel-Requena,37.89502725,-4.760875040624836,1,24.205140186915887,7.7,45.2
79254,2016.0,France,Bordeaux,Entre-Deux-Mers,44.841225,-0.5800364,1,17.442056074766356,2.0,38.5
79302,1990.0,US,California,Alexander Valley,36.778259,-119.417931,1,23.46713615023474,6.1,43.9
79328,2012.0,New Zealand,Wairarapa,,-40.8812775,175.7098432,0,,,
79379,2008.0,Italy,Sicily & Sardinia,Erice,39.373062,9.157212,1,21.496728971962618,5.0,37.0
79413,2009.0,Austria,Weinviertel,,48.4653367,16.28614802566092,1,16.982242990654203,-0.1,33.5
79415,2010.0,Germany,Franken,,50.90197445,12.613723504582538,1,13.498130841121496,-2.7,35.2
79436,2007.0,France,Beaujolais,Morgon,46.1186123,4.6156707,1,16.52553191489362,0.4,31.8
79550,2014.0,Chile,Peumo,,-34.3959163,-71.1694264,0,,,
79581,2010.0,South Africa,Tulbagh,,-33.285059,19.140667,0,,,
79589,2012.0,Brazil,Pinto Bandeira,,-29.0977191,-51.4498258,0,,,
79597,2016.0,France,Bordeaux,Côtes de Bourg,44.841225,-0.5800364,1,17.442056074766356,2.0,38.5
79599,2013.0,US,Idaho,Idaho,40.6536764,-79.3469844,1,16.319354838709675,-9.0,32.0
79657,2015.0,France,Bordeaux,Haut-Médoc,44.841225,-0.5800364,1,17.57383177570093,1.6,38.3
79686,2005.0,US,Virginia,Virginia,47.52326,-92.536571,1,12.857487922705314,-7.2,32.8
79687,2006.0,France,Beaujolais,Beaujolais-Villages,46.1186123,4.6156707,1,17.296449704142013,0.4,36.5
79699,2014.0,Peru,Ica,,-14.0640967,-75.7290915,0,,,
79722,1998.0,France,Alsace,Crémant d'Alsace,48.684872850000005,2.17560777527428,1,15.487383177570091,-1.2,37.7
79755,2005.0,Italy,Veneto,Valpolicella Classico Superiore Ripasso,45.666668,12.25,1,18.90046728971963,1.2,35.8
79763,2007.0,Italy,Veneto,Valpolicella Ripasso,45.666668,12.25,1,19.657943925233642,1.2,36.2
79788,2008.0,Italy,Sicily & Sardinia,Carignano del Sulcis,39.373062,9.157212,1,21.496728971962618,5.0,37.0
79789,2012.0,Italy,Sicily & Sardinia,Alcamo,39.373062,9.157212,1,21.898130841121496,5.0,41.8
79862,2014.0,New Zealand,Wairarapa,,-40.8812775,175.7098432,0,,,
79944,2014.0,Portugal,Algarve,,38.4057647,-8.5117061,1,,,
79964,2008.0,Greece,Patras,,38.246242,21.7350847,1,22.165816326530614,6.0,38.0
80067,2010.0,Germany,Nahe,,53.7942267,10.13793,1,13.098598130841124,-1.4,34.8
80149,2015.0,Australia,New South Wales,Hunter Valley,-33.9175545,151.2291515,0,,,
80157,2013.0,Portugal,Colares,,38.7991807,-9.446217,1,19.5943661971831,6.0,40.0
80168,2015.0,US,California,Sonoma County-Monterey County-Santa Barbara County,36.778259,-119.417931,1,24.21682242990654,6.1,42.2
80350,2009.0,France,Bordeaux,Blaye Côtes de Bordeaux,44.841225,-0.5800364,1,18.023364485981308,1.5,36.2
80355,2008.0,Australia,South Australia,McLaren Vale-Padthaway,-34.7411213,138.6564373,0,,,
80396,2008.0,Italy,Veneto,Soave Superiore,45.666668,12.25,1,19.57336448598131,4.0,33.6
80410,2010.0,US,California,Lake County-Sonoma County,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
80497,1994.0,Germany,Mosel,,50.7810263,12.4780171,1,13.74252336448598,-4.4,35.8
80553,2009.0,Chile,Puente Alto,,-33.6095279,-70.5754736,0,,,
80596,2011.0,Turkey,Elazığ,,38.6747164,39.2227135,1,20.011214953271026,-1.6,42.1
80650,2005.0,Australia,New South Wales,Hunter Valley,-33.9175545,151.2291515,0,,,
80663,2011.0,Spain,Catalonia,Alella,41.390205,2.154007,1,21.014485981308408,9.2,33.0
80762,2014.0,France,Bordeaux,Crémant de Bordeaux,44.841225,-0.5800364,1,17.3803738317757,4.9,35.3
80874,1999.0,South Africa,Helderberg,,-34.0494444,18.8344444,0,,,
80882,1998.0,US,California,Mendocino County,36.778259,-119.417931,1,21.845794392523363,3.9,42.8
80883,2002.0,New Zealand,New Zealand,,-41.2710849,173.2836756,0,,,
81115,2009.0,Italy,Sicily & Sardinia,Erice,39.373062,9.157212,1,21.606542056074773,6.8,38.8
81190,2009.0,Italy,Veneto,Rosso del Veronese,45.666668,12.25,1,20.964485981308417,3.0,36.7
81299,2007.0,France,Beaujolais,Fleurie,46.1186123,4.6156707,1,16.52553191489362,0.4,31.8
81308,2005.0,US,California,Chiles Valley,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
81311,2005.0,US,California,Mendocino-Amador,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
81376,1999.0,US,California,South Coast,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
81377,2000.0,US,California,Sonoma,36.778259,-119.417931,1,23.11682242990654,6.7,41.1
81381,1999.0,US,California,Fair Play,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
81584,2009.0,US,California,Napa-Mendocino-Sonoma-Marin,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
81614,2007.0,Italy,Sicily & Sardinia,Cerasuolo di Vittoria Classico,39.373062,9.157212,1,21.243925233644855,5.0,39.8
81756,2013.0,US,California,Sonoma,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
81844,2008.0,France,Bordeaux,Moulis-en-Médoc,44.841225,-0.5800364,1,16.761682242990656,-0.1,34.4
81926,2013.0,France,Bordeaux,Sauternes,44.841225,-0.5800364,1,17.451869158878505,1.7,35.8
81987,2003.0,US,California,Monterey,36.778259,-119.417931,1,23.871962616822426,3.9,41.7
81990,2002.0,Spain,Catalonia,Pla de Bages,41.390205,2.154007,1,18.75981308411215,7.0,30.3
82145,2015.0,New Zealand,Gisborne,,-38.661326,178.0206487,0,,,
82426,2009.0,France,Provence,Coteaux Varois,46.0974492,4.5808081,1,17.34158415841584,-1.0,37.5
82612,2005.0,US,California,El Dorado County,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
82706,2007.0,US,California,Ben Lomond Mountain,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
82849,2012.0,Croatia,Hvar,,43.17389195,16.55652349457852,1,,,
82894,2011.0,Chile,Casablanca & Leyda Valleys,,33.5950627,-71.6288148,1,,,
83067,2002.0,Australia,New South Wales,Hunter Valley,-33.9175545,151.2291515,0,,,
83068,1999.0,US,California,Santa Lucia Highlands,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
83069,2001.0,US,California,Anderson Valley,36.778259,-119.417931,1,24.004205607476635,1.7,43.3
83070,2001.0,Australia,South Australia,Piccadilly Valley,-34.7411213,138.6564373,0,,,
83071,1999.0,US,California,Sonoma Coast,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
83078,2001.0,US,California,Mendocino Ridge,36.778259,-119.417931,1,24.004205607476635,1.7,43.3
83080,1999.0,US,California,Redwood Valley,36.778259,-119.417931,1,22.674766355140186,0.6,41.7
83090,2001.0,Australia,New South Wales,Hunter Valley,-33.9175545,151.2291515,0,,,
83092,2002.0,Australia,Victoria,Victoria,-21.2309116,148.9741517,0,,,
83232,2011.0,Italy,Sicily & Sardinia,Monica di Sardegna,39.373062,9.157212,1,21.28411214953271,5.0,37.2
83291,2010.0,US,California,Solano County,36.778259,-119.417931,1,22.446948356807514,3.9,43.3
83348,2007.0,US,Washington,Columbia Gorge (WA),38.8950368,-77.0365427,1,21.462616822429908,-1.7,38.9
83375,2005.0,South Africa,Constantia,,-34.0283333,18.4155556,0,,,
83390,2004.0,Italy,Veneto,Valpolicella Superiore,45.666668,12.25,1,19.22476635514018,1.4,35.3
83396,2008.0,Italy,Veneto,Valpolicella Ripasso Valpantena Superiore,45.666668,12.25,1,19.57336448598131,4.0,33.6
83447,2009.0,Austria,Austria,,47.8356897,14.221707888560598,1,15.798130841121496,-0.5,34.9
83455,2003.0,US,America,,33.737886,-87.2525024,1,,,
83463,1997.0,US,California,Green Valley,36.778259,-119.417931,1,23.298536585365852,3.3,42.2
83737,2006.0,US,California,Yorkville Highlands,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
83808,2009.0,Australia,South Australia,Southern Fleurieu,-34.7411213,138.6564373,0,,,
83952,2000.0,New Zealand,Gisborne,,-38.661326,178.0206487,0,,,
83962,1998.0,US,California,Knights Valley,36.778259,-119.417931,1,21.845794392523363,3.9,42.8
83968,2000.0,Australia,Victoria,Mornington Peninsula,-21.2309116,148.9741517,0,,,
83978,1999.0,Australia,South Australia,Padthaway,-34.7411213,138.6564373,0,,,
83979,2000.0,US,New York,Long Island,40.7127281,-74.0060152,1,18.757009345794387,-1.1,35.6
84013,2013.0,Italy,Veneto,Conegliano Valdobbiadene Prosecco Superiore,45.666668,12.25,1,19.66822429906542,4.0,38.2
84170,2013.0,France,Champagne,Champagne,48.026628,0.333235,1,16.040865384615383,-0.3,35.4
84224,2013.0,Italy,Sicily & Sardinia,Cerasuolo di Vittoria Classico,39.373062,9.157212,1,21.509345794392523,6.0,38.0
84379,2008.0,Italy,Veneto,Valdadige,45.666668,12.25,1,19.57336448598131,4.0,33.6
84825,2004.0,Germany,Rheingau,,50.0442658,8.1915377,1,15.892523364485982,0.4,33.6
84867,2009.0,Uruguay,Progreso,,-34.6798644,-56.2154727,0,,,
84894,2016.0,US,California,Dunnigan Hills,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
84908,2016.0,US,Washington,Red Mountain,38.8950368,-77.0365427,1,21.784112149532714,-1.0,38.3
84914,2014.0,Italy,Veneto,Veronese,45.666668,12.25,1,19.294859813084113,2.0,36.4
84937,2007.0,Australia,Victoria,Bendigo,-21.2309116,148.9741517,0,,,
84986,2010.0,Italy,Sicily & Sardinia,Sardinia,39.373062,9.157212,1,20.713551401869157,4.0,37.0
85050,2009.0,Australia,New South Wales,Tumbarumba,-33.9175545,151.2291515,0,,,
85065,2010.0,Chile,Molina,,-35.1139703,-71.2799798,0,,,
85131,2004.0,Germany,Pfalz,,53.8156324,13.3702287,1,13.94392523364486,-2.5,31.4
85145,2002.0,US,California,Howell Mountain,36.778259,-119.417931,1,23.41308411214953,4.4,42.8
85309,2013.0,South Africa,Elgin,,-34.1486111,19.0427778,0,,,
85337,2007.0,Australia,New South Wales,New South Wales,-33.9175545,151.2291515,0,,,
85365,2006.0,Australia,Victoria,Heathcote,-21.2309116,148.9741517,0,,,
85393,2004.0,US,California,Sonoma Coast,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
85403,2007.0,Portugal,Minho,,41.6347151,-8.1425725,1,,,
85416,2006.0,Canada,British Columbia,Okanagan Valley,49.25839375,-123.24658161001928,1,15.57803738317757,2.0,30.0
85418,2000.0,Italy,Veneto,Amarone della Valpolicella Classico,45.666668,12.25,1,19.681308411214957,2.9,35.0
85450,2006.0,US,California,York Mountain,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
85456,2006.0,South Africa,Darling,,-33.376426,18.379189,0,,,
85529,2011.0,US,California,High Valley,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
85551,2011.0,US,California,Potter Valley,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
85575,2011.0,US,California,Sonoma County-San Joaquin County,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
85586,2014.0,US,California,Chiles Valley,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
85620,1995.0,Portugal,Madeira,,32.751750099999995,-16.98174865726062,1,21.223831775700933,12.8,29.0
85706,2009.0,US,California,Humboldt County,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
85722,2008.0,Chile,Buin,,-33.7319741,-70.7419619,0,,,
85857,2005.0,Italy,Veneto,Veronese,45.666668,12.25,1,18.90046728971963,1.2,35.8
86036,1994.0,US,California,Russian River Valley,36.778259,-119.417931,1,23.125352112676055,5.6,41.1
86043,1998.0,US,Oregon,Yamhill County,45.4206749,-122.670649,1,16.935981308411215,1.7,38.3
86044,1998.0,US,Oregon,Polk County,45.4206749,-122.670649,1,16.935981308411215,1.7,38.3
86103,2005.0,Greece,Crete,,35.3084952,24.46334231842296,1,,,
86108,2014.0,New Zealand,Kumeu,,-36.7753095,174.5546604,0,,,
86243,2004.0,Australia,South Australia,Henty,-34.7411213,138.6564373,0,,,
86246,2001.0,Spain,Catalonia,Conca de Barberà,41.390205,2.154007,1,19.03644859813084,4.4,30.2
86364,2012.0,Uruguay,Montevideo,,-34.9058916,-56.1913095,0,,,
86413,2008.0,US,California,Yolo County,36.778259,-119.417931,1,23.722748815165875,4.4,44.4
86580,2006.0,France,Bordeaux,Côtes de Castillon,44.841225,-0.5800364,1,18.895794392523367,0.3,37.7
86583,2011.0,Australia,New South Wales,New South Wales,-33.9175545,151.2291515,0,,,
86633,2014.0,Spain,Andalucia,Montilla-Moriles,37.178055,-3.600833,1,21.136915887850474,4.6,42.7
86806,2003.0,Spain,Levante,Valencia,37.89502725,-4.760875040624836,1,25.156542056074763,5.0,46.2
86839,2013.0,Italy,Veneto,San Martino della Battaglia,45.666668,12.25,1,19.66822429906542,4.0,38.2
86879,1997.0,Chile,Requinoa,,-34.2848586,-70.8175128,0,,,
86880,1999.0,Australia,New South Wales,Mudgee,-33.9175545,151.2291515,0,,,
86886,2000.0,Australia,New South Wales,Hunter Valley,-33.9175545,151.2291515,0,,,
86915,2000.0,Chile,Chile,,-33.4377756,-70.6504502,0,,,
86916,2000.0,US,New York,"The Hamptons, Long Island",40.7127281,-74.0060152,1,18.757009345794387,-1.1,35.6
87237,2009.0,Italy,Sicily & Sardinia,Noto,39.373062,9.157212,1,21.606542056074773,6.8,38.8
87252,2008.0,Spain,Andalucia,Montilla-Moriles,37.178055,-3.600833,1,19.708878504672892,-0.6,39.2
87327,2000.0,Spain,Catalonia,Priorat,41.390205,2.154007,1,19.017289719626167,6.8,34.0
87371,2010.0,Australia,Victoria,Geelong,-21.2309116,148.9741517,0,,,
87670,2011.0,US,California,Cucamonga Valley,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
87768,2014.0,Australia,Victoria,Alpine Valleys,-21.2309116,148.9741517,0,,,
87925,2016.0,Spain,Levante,Jumilla,37.89502725,-4.760875040624836,1,23.447663551401874,1.4,45.4
87965,2012.0,US,Arizona,Cochise County,34.048927,-111.093735,1,19.64421768707483,1.0,35.0
87983,2014.0,US,California,Paicines,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
87999,2008.0,Italy,Sicily & Sardinia,Cannonau di Sardegna,39.373062,9.157212,1,21.496728971962618,5.0,37.0
88010,2011.0,South Africa,Wellington,,-33.643055,19.010556,0,,,
88255,2010.0,Spain,Galicia,Ribeira Sacra,42.8804219,-8.5458608,1,15.19252336448598,0.6,34.5
88266,2005.0,Spain,Andalucia,Vino de la Tierra de Cádiz,37.178055,-3.600833,1,21.500934579439253,1.6,41.8
88385,2006.0,New Zealand,Kumeu,,-36.7753095,174.5546604,0,,,
88432,2013.0,US,California,San Bernabe,36.778259,-119.417931,1,24.64392523364486,5.6,43.3
88498,2015.0,Portugal,Algarve,,38.4057647,-8.5117061,1,,,
88559,2012.0,US,California,River Junction,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
88756,2007.0,Italy,Veneto,Soave Superiore,45.666668,12.25,1,19.657943925233642,1.2,36.2
88772,2010.0,Australia,Victoria,Victoria,-21.2309116,148.9741517,0,,,
88792,2006.0,US,Pennsylvania,Pennsylvania,30.8713577,-88.0482706,1,24.276056338028166,3.9,36.1
88836,2006.0,US,Vermont,Vermont,44.0,-72.699997,1,14.05190476190476,-5.6,32.8
88841,2007.0,US,Ohio,Grand River Valley,41.5575349,-89.4609276,1,18.35898876404494,-7.0,33.0
88897,2009.0,Austria,Südsteiermark,,46.774124,15.667152141167598,1,16.674299065420563,-2.0,33.0
88958,2016.0,US,California,Paso Robles Willow Creek District,36.778259,-119.417931,1,23.931775700934576,7.8,42.8
89018,2016.0,Italy,Sicily & Sardinia,Vittoria,39.373062,9.157212,1,21.555140186915885,7.0,36.0
89066,2013.0,Greece,Epanomi,,40.4280217,22.928308,1,21.849065420560752,4.7,37.0
89127,2008.0,Spain,Galicia,Monterrei,42.8804219,-8.5458608,1,14.396728971962615,1.2,33.5
89375,2006.0,Australia,Victoria,Nagambie Lakes,-21.2309116,148.9741517,0,,,
89490,2012.0,US,New York,"The Hamptons, Long Island",40.7127281,-74.0060152,1,20.373831775700936,1.1,40.0
89517,2001.0,France,Bordeaux,Bordeaux Rosé,44.841225,-0.5800364,1,17.678971962616824,0.9,36.4
89519,1993.0,Australia,Victoria,Rutherglen,-21.2309116,148.9741517,0,,,
89653,2012.0,Australia,Victoria,Strathbogie Ranges,-21.2309116,148.9741517,0,,,
89934,2007.0,Australia,South Australia,Kangaroo Island,-34.7411213,138.6564373,0,,,
89954,2009.0,Hungary,Sopron,,47.6803063,16.5983457,1,16.70564102564103,-3.7,33.4
89979,2012.0,England,England,,52.1911849,-2.2206585,1,,,
90185,2009.0,US,California,Sonoma-Napa,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
90330,2012.0,Germany,Württemberg,,48.713700200000005,8.904403885266259,1,13.757476635514019,-9.8,34.9
90374,2008.0,Spain,Catalonia,Conca de Barberà,41.390205,2.154007,1,19.723364485981303,3.8,32.1
90382,2014.0,US,California,Napa County,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
90395,2016.0,US,Washington,Wahluke Slope,38.8950368,-77.0365427,1,21.784112149532714,-1.0,38.3
90464,2012.0,US,California,San Bernabe,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
90656,2012.0,Italy,Veneto,Rosso del Veronese,45.666668,12.25,1,20.311682242990653,1.2,38.2
90752,2007.0,US,California,Fiddletown,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
90839,2004.0,US,California,Napa-Amador,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
90860,2005.0,Chile,Peumo,,-34.3959163,-71.1694264,0,,,
90890,2013.0,Italy,Veneto,Soave Superiore,45.666668,12.25,1,19.66822429906542,4.0,38.2
90929,2009.0,US,California,York Mountain,36.778259,-119.417931,1,23.683644859813086,3.3,44.4
90935,2004.0,US,California,Napa-Mendocino-Sonoma-Marin,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
90962,2003.0,Australia,South Australia,Piccadilly Valley,-34.7411213,138.6564373,0,,,
90997,2002.0,US,California,Paso Robles,36.778259,-119.417931,1,23.41308411214953,4.4,42.8
91058,2006.0,US,California,Clear Lake,36.778259,-119.417931,1,23.44716981132075,5.6,45.0
91064,2007.0,US,California,Clear Lake,36.778259,-119.417931,1,23.181690140845074,3.9,43.9
91204,2012.0,France,Beaujolais,Chénas,46.1186123,4.6156707,1,16.122598870056496,-2.8,35.8
91303,2012.0,US,California,Madera,36.778259,-119.417931,1,24.43598130841121,3.3,43.9
91326,2014.0,Australia,South Australia,Padthaway,-34.7411213,138.6564373,0,,,
91379,2014.0,US,California,Napa County-Sonoma County-Lake County,36.778259,-119.417931,1,25.482710280373833,6.1,43.3
91386,2015.0,Italy,Veneto,Valpolicella Classico Superiore Ripasso,45.666668,12.25,1,20.18411214953271,-0.8,39.4
91391,2015.0,Morocco,Zenata,,33.60920415,-7.4329080578919005,1,22.249532710280377,10.2,37.6
91403,2012.0,Italy,Veneto,Venezia,45.666668,12.25,1,20.311682242990653,1.2,38.2
91422,2012.0,France,Beaujolais,Chiroubles,46.1186123,4.6156707,1,16.122598870056496,-2.8,35.8
91626,2014.0,Chile,Apalta,,-34.3392193,-70.868125,0,,,
91633,2015.0,Australia,Victoria,Grampians,-21.2309116,148.9741517,0,,,
91634,2006.0,Portugal,Dão,,39.9375585,-7.8638768,1,21.073364485981312,5.9,39.5
91795,2003.0,US,California,Santa Cruz Mountains,36.778259,-119.417931,1,23.871962616822426,3.9,41.7
91797,2004.0,US,California,Northern Sonoma,36.778259,-119.417931,1,23.48738317757009,6.1,41.1
91820,2005.0,US,California,Dunnigan Hills,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
92005,2005.0,US,California,Arroyo Seco,36.778259,-119.417931,1,22.922535211267604,4.4,42.8
92020,2005.0,Australia,New South Wales,New South Wales,-33.9175545,151.2291515,0,,,
92044,1995.0,US,California,Shenandoah Valley (CA),36.778259,-119.417931,1,22.483962264150946,3.3,42.2
92052,2001.0,New Zealand,Nelson,,-41.2710849,173.2836756,0,,,
92060,2000.0,France,Provence,Côtes de Provence,46.0974492,4.5808081,1,16.494011976047904,0.2,33.7
92067,2001.0,France,Provence,Côtes de Provence,46.0974492,4.5808081,1,15.655882352941177,1.6,31.1
92117,2011.0,Germany,Mittelrhein,,50.1249063,7.620378374028331,1,14.483644859813085,-1.7,30.5
92121,2014.0,Italy,Sicily & Sardinia,Nasco di Cagliari,39.373062,9.157212,1,21.72710280373832,5.0,37.2
92159,2002.0,South Africa,Tulbagh,,-33.285059,19.140667,0,,,
92344,1999.0,Italy,Sicily & Sardinia,Etna,39.373062,9.157212,1,21.96355140186916,-0.4,41.4
92483,2009.0,France,Bordeaux,Puisseguin Saint-Émilion,44.841225,-0.5800364,1,18.023364485981308,1.5,36.2
92632,2011.0,US,California,Ben Lomond Mountain,36.778259,-119.417931,1,22.850000000000005,2.8,41.7
